COMMENTS,STARS,English Comments,Roberta Model Polarity,Roberta Model Status,Roberta Result
Işıkları felan bayaa iyi ama fare biraz hafifime gitti ama yinede fiyatına göre çok iyi,5,"the lights are pretty good, but the mouse is a little light on me, but still very good for the price",[0.0020476  0.01758685 0.9803656 ],Positive,True
Ürünü kullanmaya başladım ve herhangi bi sıkıntı yaşamadım klavye mouse dan daha iyi diyebilirim,5,"i started using the product and i did not have any problems, i can say that it is better than a keyboard and mouse.",[0.01179891 0.05213928 0.9360619 ],Positive,True
ürünü bu fiyata alıp ne gibi bir performans bekliyorsunuz fiyatına göre gayet iyi,4,"what kind of performance do you expect to buy the product at this price, it is very good for the price.",[0.01251385 0.11530672 0.8721795 ],Positive,True
Ben daha ucuza almıştım bu fiyat biraz fazla ama güzel ürün,5,"i bought it cheaper, this price is a bit high, but nice product",[0.00961469 0.07812919 0.9122561 ],Positive,True
Fiyat performans ürünü,3,price performance product,[0.1970611  0.70113367 0.10180523],Non Negative,True
fiyatına gore güzell,5,beautiful for the price,[0.03272168 0.21107851 0.75619984],Non Negative,True
Fiyat performans olarak çok iyi,5,very good for price performance,[0.00791423 0.08498368 0.907102  ],Positive,True
bu fiyata çok başarılı,5,very good for this price,[0.00461844 0.04467644 0.9507051 ],Positive,True
Fiyatına göre kaliteli,5,good quality for price,[0.03658757 0.31907278 0.6443396 ],Non Negative,True
Aşırı iyi değil ama fiyat performansa göre çok iyi,4,not overly good but very good for price performance,[0.02666256 0.18220115 0.7911363 ],Non Negative,True
5 para etmez,1,not worth 5,[0.6551993  0.31503913 0.02976171],Non Positive,True
Fiyat performans sade güzel başarılı,5,price performance simple beautiful successful,[0.01174519 0.09548363 0.8927711 ],Positive,True
Fiyatına göre iyi,4,good for its price,[0.05226522 0.41485175 0.53288305],Non Negative,True
Bu fiyata bekledigimden cok iyi bir urün çikti,5,it's a much better product than i expected at this price.,[0.01354532 0.07410122 0.9123535 ],Positive,True
"Çok memnunum, bu fiyata bu kalite fazlaa",5,"i am very satisfied, this quality is too much for this price",[0.01363498 0.06427388 0.9220912 ],Positive,True
Kullanışlı fıyatına gore uygun ürün,5,convenient product for its price,[0.01320391 0.19878031 0.7880159 ],Non Negative,True
kargolama süper 2 günde ulaştı elime daha kullanmadim,5,"the shipping is super, it arrived in 2 days, i haven't used it yet",[0.00897884 0.07452819 0.91649294],Positive,True
Nerdeyse 3 ay oldu alalı gayet sağlam fiyatına göre süper ürün rahatlıkla alabilirsiniz,5,"it's been almost 3 months, it's very solid, you can buy a super product easily according to the price",[0.00230816 0.02953395 0.96815795],Positive,True
Ürün Kırık Çıktı İletişim numarası kapalı,1,product broken output contact number is closed,[0.6909787  0.30051622 0.00850505],Non Positive,True
Gerçekten çok güzel bugün aldım çok sevdim atam bir teknolojik oyuncu mouse seti klavyede tuşların yerini değiştire biliyosunuz mause desen gerçekten efsane.bir oyuncu gamer seti istiyorsanız fiyat ve kalite acısından en iyisi bu alacaktir,5,"it's really beautiful, i bought it today, i love it, my father is a technological gaming mouse set, you can change the location of the keys on the keyboard, the mouse pattern is really legendary. if you want a gamer set, this is the best in terms of price and quality.",[0.00188725 0.00737277 0.99074006],Positive,True
24 saatte teslimat gerçekten mükemmel elinize sağlık,5,"delivery in 24 hours is really excellent, thank you",[0.00192693 0.00872911 0.98934406],Positive,True
fiyatına göre çok iyi!,4,very good for its price!,[0.00361727 0.03758423 0.9587986 ],Positive,True
çok uygun fiyatli ve cok güzel bir ürün,5,very affordable and very nice product,[0.00243439 0.02255964 0.975006  ],Positive,True
Fiyata göre iyi bir ürün,3,good product for the price,[0.01182392 0.10318869 0.8849874 ],Positive,True
Fiyatına göre çok güzel,3,very nice for its price,[0.00581371 0.0527648  0.94142157],Positive,True
Fiyat performans ürünü,5,price performance product,[0.1970611  0.70113367 0.10180523],Non Negative,True
Fiyatina göre iyi,3,good in my opinion,[0.01179861 0.19525109 0.79295033],Non Negative,True
fiyat performans ürünü,4,price performance product,[0.1970611  0.70113367 0.10180523],Non Negative,True
Fıyatına göre gayet güzel bi ürün,5,pretty good product for its price,[0.00376306 0.03587873 0.9603582 ],Positive,True
Fiyat performans olarak çok çok iyi. Oğluma aldım bayıldı. Çok severek kullanıyor.,5,"price performance is very good. i bought it for my son, he loved it. she loves using it.",[0.0015494  0.00836012 0.9900907 ],Positive,True
çok dandik gibi fiyatına göre normal,2,"it's pretty cheesy, normal for the price",[0.7730996 0.193606  0.0332943],Non Positive,True
beyler değer paranız boşa gitmez çok iyi,5,guys value your money not wasted it's very good,[0.00869722 0.0537347  0.93756795],Positive,True
ürün fiyatına göre iyi bir ürün. Ama üst düzey bir ürün değil,5,it's a good product for the price. but not a high end product,[0.27329546 0.44616985 0.28053465],Cannot Find,False
Çok iyi bir şey ucuz,5,very good thing cheap,[0.00760324 0.0632713  0.92912537],Positive,True
ışıkları gözümü alıyor,3,the lights are catching my eyes,[0.01634082 0.4322313  0.5514278 ],Non Negative,True
urun gercekten kaliteli ve uygun kolay kullanımlı,5,"the product is really high quality and convenient, easy to use",[0.00168031 0.01830223 0.98001736],Positive,True
"2 günde elimizdeydi kardeşime aldım çok beğendi gayet güzel ürün bu fiyata, daha fazla para vermeye gerek yok",5,"we had it in 2 days, i bought it for my brother, he liked it very much, very good product at this price, no need to pay more",[0.00248256 0.02235571 0.97516173],Positive,True
Urun elime ulasti fiyatina rağmen asiri kaliteli teknomarkete tesekkurler,5,"the product has arrived, thanks to the high quality technomarket, despite the price",[0.00329571 0.07155901 0.92514527],Positive,True
çok kötü çok hafif almayın sakın,1,too bad too light don't take it,[0.82684004 0.16022338 0.01293666],Negative,True
klavye ve maus efsane,5,keyboard and mouse legend,[0.0447976  0.8046678  0.15053467],Neutral,False
ilk olarak evet kargo hızlı geldi fakat mouse çok dandik ve klavyede let sayısı çok az ve klavye yerinde durmuyor plastik yüzünden bence almayın paranıza yazık,1,"first of all, yes, the shipping came fast, but the mouse is very lousy and the number of lets on the keyboard is very low and the keyboard does not stay in place because of the plastic, i don't think you buy it, it's a waste of your money",[0.9561996  0.03897325 0.00482715],Negative,True
hızlı satıcı fiyatında uygundu mouse ile birlikte f/p ürünü hızlı kargo için teşekkürler,5,fast seller price was appropriate f/p product with mouse thanks for fast shipping,[0.00392477 0.06664602 0.9294291 ],Positive,True
Klavye güzel ama mouse küçük geldi mouse iade etsem olurmu sadece yoksa klavyede zorunlumj,4,"the keyboard is nice, but the mouse is small. is it okay if i return the mouse?",[0.05508617 0.4805806  0.46433312],Non Negative,True
fiyatına göre klavye seti iyi ama klavye gıcırdıyor ve maus hafif,4,keyboard set is good for the price but keyboard squeaks and mouse is light,[0.01389003 0.19948098 0.78662896],Non Negative,True
idare eder,3,it will do,[0.0193276 0.4467259 0.5339466],Non Negative,True
ürün verdiklerine göre pahali cok basit bir yapim,2,a very simple construction that is expensive compared to what they give,[0.68926626 0.28045848 0.03027531],Non Positive,True
Isiklari güzel sabit ama oynamiyor ben öyle sanmistim suan acik olmadigindan isigi yok,4,its lights are nice and steady but it doesn't play i thought so now it has no light because it's not on,[0.7914101  0.19060712 0.01798268],Non Positive,False
Görünüş olarak fiyat performans ama benım gıbı oyunda çok sinirli olanlar ıcın tavsiyet etmiyorum bı yumrukta kırarım,4,"price performance in appearance, but i do not recommend it for those who are very angry in the game like me, i will break it with one punch",[0.9457587  0.05009451 0.00414685],Negative,False
ben 80 tl de almistim guzel ürün,4,"i bought it for 80 tl, nice product",[0.00458799 0.05356579 0.9418463 ],Positive,True
renkleri cok guzel uygun fiyatli,5,"beautiful colors, affordable price",[0.00353245 0.03780556 0.9586619 ],Positive,True
"Çok şık ve kullanışlı, oğlum bayıldı, orjinal kutusunda hasar görmeden geldi, klavyenin ışığını açıp kapatabiliyorsunuz, fiyatına göre çok iyi",5,"very stylish and useful, my son loved it, it came in its original box without any damage, you can turn the keyboard light on and off, very good for the price",[0.00210749 0.01077051 0.987122  ],Positive,True
Fiyatına göre çokk iyi,5,very good for its price,[0.00821715 0.08454528 0.9072377 ],Positive,True
Klavye güzel ama ışıkları çok dandik,3,the keyboard is nice but the lights are so lame,[0.66827595 0.23773707 0.09398698],Non Positive,True
markası concort malzemesinin kalitesi çok kötü ama bu fiyata çalışma performansı gayet iyi,3,"the quality of the brand concort material is very bad, but the working performance is very good for this price.",[0.22685906 0.35640094 0.41674006],Cannot Find,False
Ürün kalite bakımından biraz yetersiz geldi ama görüntüsü kullanışı gayet güzel fiyat performans ürünü hızlı kargo teşekkürler,5,"the product was a little insufficient in terms of quality, but the appearance is very good, the price performance product, fast shipping, thank you",[0.01560081 0.06743675 0.9169625 ],Positive,True
beş para etmez tuş eksiği falan var ışıklara para vermeye değmez ustte olsun diye beş yıldız koyuyorum,5,"there is a lack of trashy keys or something, it is not worth paying for the lights, i put five stars so that it is on the top",[0.8141363  0.16659454 0.01926908],Negative,False
Standart. Paranıza göre,4,standard. according to your money,[0.15675375 0.7954094  0.04783685],Non Negative,True
iyi idare eder fakat malzemesi o kadar kaliteli değil ama ilk alıcaksanız ucuz birşey bakıyorsanız ideal,4,"it handles well, but the material is not that high quality, but if you are looking for something cheap if you are going to buy it first, it is ideal",[0.01703141 0.15136437 0.83160436],Positive,True
Almayın iş görür ancak ağır plastik kokusu var ve kullanılabilecek en kalitesiz materyaller kullanılmış,2,"do not buy, it will work, but it has a heavy plastic smell and the poorest quality materials are used.",[0.8709695  0.11509399 0.01393661],Negative,True
fiyat fp ürünü,4,price fp product,[0.2327187  0.71607465 0.05120651],Non Positive,False
ışıkları hoş duruyor ama sayılar harfler okunmuyor .,3,the lights look nice but the numbers and letters are not readable.,[0.6291812  0.28950244 0.08131644],Non Positive,True
Ürün cidden çok kaliteli ve ışık dengesi mükemmel,5,the product is really high quality and the light balance is perfect,[0.001602   0.01380842 0.98458964],Positive,True
Fiyatına göre çok iyi,5,very good for its price,[0.00821715 0.08454528 0.9072377 ],Positive,True
Ürün fiyatına göre gayet iyi ve kullanışlı 👍🏿,5,the product is very good and useful for the price 👍🏿,[0.00178226 0.01314113 0.9850766 ],Positive,True
Fiyat performans ürünü 👍,4,price performance product 👍,[0.01914499 0.3751555  0.6056995 ],Non Negative,True
Ürünün hem fìyatı ugun hem de göründüğü gibi kaliteli bi ürün.,5,the product is a quality product both for the price and as it looks.,[0.00614418 0.13766164 0.8561943 ],Positive,True
"Çok hızlı geldi, klavye çok güzel, mouse de idare eder",4,"it came very quickly, the keyboard is very nice, the mouse is also good",[0.00141107 0.01077086 0.987818  ],Positive,True
kalitesi ışıklandırma harika,5,great lighting quality,[0.01377676 0.1401008  0.8461223 ],Positive,True
Bunu abartısız söylüyorum. 1 haftadır kargo gelmedi onu geçelim ürün aşırı dandik klavye max 1 ay dayanıyor mouse desen full mavi kapaktan yapılmış sanki fiyatının bile altında ledleri çöp leş gibi iade edeceğim.,1,"i say this without exaggeration. the cargo hasn't come for a week, let's skip it, the product is extremely lousy, the keyboard lasts for a maximum of 1 month, the mouse pattern is made of full blue cover, as if it was even under the price, i will return the leds as garbage.",[0.9446471  0.04784494 0.00750798],Negative,True
malzeme kalitesi ve hassasiyet iyi değil. uzun ömürlü ve renkler ihtiyacı karşılıyor tek renk,3,material quality and precision is not good. long lasting and colors meet the need one color,[0.7974306  0.18565059 0.01691887],Non Positive,True
Fiyat / performans gayet iyi. Anlınır,4,price / performance is fine. comprehensible,[0.01759514 0.22030166 0.76210314],Non Negative,True
fiyat performans ürünü,5,price performance product,[0.1970611  0.70113367 0.10180523],Non Negative,True
Ürün fiyatını hak ediyor oldukça başarılı klavye biraz basit ama mause gayet güzel,4,"the product deserves its price, it is very successful, the keyboard is a bit simple, but the mouse is very nice",[0.00165729 0.01222674 0.9861159 ],Positive,True
Kalıtelı ve klavyeleri cok sessız,5,good quality and the keyboards are very quiet,[0.00754232 0.09400722 0.8984503 ],Positive,True
ürün verilen miktara göre gayet yeterli iyi günler,5,"the product is quite enough according to the quantity given, have a nice day",[0.00273636 0.03445538 0.9628082 ],Positive,True
Ürün güzel kargo hızlıydı pakatlemede çok güzeldi klavyenin renkleri klavyenin tuşlarını göstermiyor sadace havalı olsun diye yapmışlar maous çok güzel,4,"the product was nice, the shipping was fast, the packaging was very nice, the colors of the keyboard do not show the keys of the keyboard, they just made it to be cool",[0.00359707 0.02198858 0.9744143 ],Positive,True
